Player,Span,Years,Inns,R/I,HS,Avg,SR,100/I,50/I,6+4/BF
RP Singh (INDIA),2006-2009,4,17,5.470588235294118,23,9.30,40.08,0.0,0.0,
PM Seelaar (NL),2007-2011,5,16,5.6875,34,11.37,55.15,0.0,0.0,
CRD Fernando (SL),2001-2003,3,23,3.5217391304347827,13,8.10,52.94,0.0,0.0,
ST Finn (ENG),2011-2013,3,12,6.666666666666667,35,13.33,89.88,0.0,0.0,
KD Mills (NZ),2001-2003,3,11,7.181818181818182,23,11.28,46.74,0.0,0.0,
J Srinath (INDIA),1991-1993,3,20,3.75,14,7.50,66.96,0.0,0.0,
SL Malinga (SL),2004-2007,4,17,4.117647058823529,15,7.77,65.42,0.0,0.0,
Shahadat Hossain (BDESH),2006-2010,5,21,3.3333333333333335,16,7.77,55.11,0.0,0.0,
JM Anderson (ENG),2002-2006,5,19,3.6315789473684212,12,6.90,36.50,0.0,0.0,
DT Hondo (ZIM),2001-2003,3,14,4.357142857142857,15,10.16,42.95,0.0,0.0,
C Pringle (NZ),1990-1992,3,15,4.0,18,8.57,64.51,0.0,0.0,
Syed Rasel (BDESH),2005-2008,4,18,3.111111111111111,15,4.66,40.28,0.0,0.0,
Umar Gul (PAK),2006-2008,3,11,5.0,17,9.16,65.47,0.0,0.0,
RAP Nissanka (SL),2001-2003,3,13,4.076923076923077,11,6.62,37.85,0.0,0.0,
M Muralitharan (SL),1993-1996,4,19,2.5789473684210527,8,6.12,55.05,0.0,0.0,
Junaid Khan (PAK),2011-2013,3,16,3.0,25,6.00,51.06,0.0,0.0,
A Nehra (INDIA),2001-2003,3,14,3.357142857142857,24,9.40,59.49,0.0,0.0,
Abdur Razzak (BDESH),2004-2006,3,11,4.090909090909091,21,7.50,70.31,0.0,0.0,
Rubel Hossain (BDESH),2010-2013,4,18,2.388888888888889,15,5.37,56.57,0.0,0.0,
E Otieno (KENYA),2008-2011,4,15,2.6666666666666665,11,4.44,33.61,0.0,0.0,
HK Olonga (ZIM),1996-2000,5,15,2.3333333333333335,11,5.00,36.84,0.0,0.0,
I Sharma (INDIA),2008-2011,4,10,3.4,13,4.25,33.33,0.0,0.0,
MJ Guptill (NZ),2009-2011,3,50,31.44,122,35.72,79.75,0.02,0.22,
Younis Khan (PAK),2000-2002,3,60,25.866666666666667,87,30.43,69.06,0.0,0.18333333333333332,
MS Dhoni (INDIA),2004-2006,3,43,34.116279069767444,183,48.90,100.96,0.046511627906976744,0.18604651162790697,
IR Bell (ENG),2004-2007,4,40,34.4,88,37.18,69.31,0.0,0.25,
KC Sangakkara (SL),2000-2002,3,56,23.428571428571427,85,26.24,69.23,0.0,0.125,
WJ Cronje (SA),1992-1994,3,48,27.0,112,33.23,67.32,0.020833333333333332,0.10416666666666667,
Basit Ali (PAK),1993-1995,3,38,31.13157894736842,127,36.96,76.12,0.02631578947368421,0.23684210526315788,
JN Rhodes (SA),1992-1994,3,47,24.80851063829787,66,29.89,70.92,0.0,0.06382978723404255,
L Vincent (NZ),2001-2003,3,59,18.83050847457627,60,21.78,57.06,0.0,0.06779661016949153,
WW Hinds (WI),1999-2001,3,40,26.275,116,27.65,58.94,0.025,0.175,
C Kieswetter (ENG),2010-2012,3,37,27.35135135135135,107,30.66,91.08,0.02702702702702703,0.13513513513513514,
Saeed Anwar (PAK),1990-1993,4,30,29.3,126,30.31,85.33,0.1,0.06666666666666667,
SM Pollock (SA),1996-1998,3,40,21.35,75,34.16,87.14,0.0,0.1,
KD Karthik (INDIA),2006-2010,5,34,23.764705882352942,79,29.92,77.09,0.0,0.11764705882352941,
KJ O'Brien (IRE),2006-2008,3,26,29.346153846153847,142,31.79,80.65,0.038461538461538464,0.11538461538461539,
HP Tillakaratne (SL),1990-1992,3,30,23.4,76,28.08,54.54,0.0,0.06666666666666667,
AD Russell (WI),2011-2013,3,27,24.444444444444443,92,30.00,119.34,0.0,0.1111111111111111,
CB Wishart (ZIM),1996-1998,3,34,18.941176470588236,102,20.12,75.40,0.029411764705882353,0.029411764705882353,
Mohammad Hafeez (PAK),2003-2005,3,30,18.1,69,18.10,51.56,0.0,0.1,
MJ Slater (AUS),1993-1995,3,22,24.0,73,24.00,57.76,0.0,0.18181818181818182,
LJ Wright (ENG),2007-2010,4,22,21.227272727272727,52,23.35,102.41,0.0,0.09090909090909091,
A Symonds (AUS),1998-2000,3,20,23.0,68,30.66,103.13,0.0,0.05,
JDP Oram (NZ),2001-2003,3,32,13.875,59,15.85,71.38,0.0,0.03125,
PK Amre (INDIA),1991-1993,3,24,18.458333333333332,84,21.09,66.21,0.0,0.08333333333333333,
G Gambhir (INDIA),2003-2006,4,16,25.5625,103,25.56,75.88,0.0625,0.0625,
AM Rahane (INDIA),2011-2013,3,16,25.25,91,25.25,72.66,0.0,0.125,
A Bagai (CAN),2003-2007,5,19,18.736842105263158,64,22.25,55.53,0.0,0.15789473684210525,
Saleem Elahi (PAK),1998-2001,4,12,28.5,79,31.09,68.26,0.0,0.16666666666666666,
Javed Omar (BDESH),1998-2001,4,12,27.416666666666668,85,36.55,53.49,0.0,0.25,
MH Dekker (ZIM),1992-1994,3,15,21.2,79,22.71,49.14,0.0,0.13333333333333333,
AG Cremer (ZIM),2009-2011,3,28,11.285714285714286,37,16.63,63.32,0.0,0.0,
HDPK Dharmasena (SL),1994-1996,3,23,13.434782608695652,51,23.76,61.80,0.0,0.043478260869565216,
HH Kanitkar (INDIA),1997-1999,3,23,13.173913043478262,57,20.20,67.63,0.0,0.043478260869565216,
Samiullah Shenwari (AFG),2009-2011,3,12,25.0,82,30.00,69.12,0.0,0.16666666666666666,
OA Shah (ENG),2001-2003,3,15,18.866666666666667,62,21.76,65.96,0.0,0.13333333333333333,
Naimur Rahman (BDESH),1997-1999,3,15,18.466666666666665,47,19.78,56.64,0.0,0.0,
CS MacLeod (SCOT),2011-2013,3,12,22.75,99,24.81,60.00,0.0,0.08333333333333333,
PW Borren (NL),2006-2008,3,17,15.470588235294118,96,15.47,91.63,0.0,0.058823529411764705,
TT Bresnan (ENG),2006-2009,4,14,18.071428571428573,80,31.62,95.47,0.0,0.07142857142857142,
LMP Simmons (WI),2006-2009,4,14,17.714285714285715,70,20.66,57.80,0.0,0.14285714285714285,
AV Vadher (KENYA),1997-1999,3,14,17.357142857142858,73,30.37,60.59,0.0,0.14285714285714285,
MJ Prior (ENG),2004-2006,3,12,20.0,45,20.00,70.79,0.0,0.0,
TM Dilshan (SL),1999-2001,3,12,19.166666666666668,53,25.55,71.42,0.0,0.08333333333333333,
GEF Barnett (CAN),2006-2008,3,12,18.916666666666668,77,18.91,57.17,0.0,0.08333333333333333,
PL Mommsen (SCOT),2010-2012,3,11,19.0,80,19.00,51.73,0.0,0.09090909090909091,
TN Madondo (ZIM),1998-2001,4,13,14.692307692307692,71,15.91,57.70,0.0,0.07692307692307693,
SP Narine (WI),2011-2013,3,19,10.0,36,11.87,83.33,0.0,0.0,
Sohail Tanvir (PAK),2007-2009,3,18,10.11111111111111,59,14.00,95.78,0.0,0.05555555555555555,
TC Bastiampillai (CAN),2007-2010,4,11,14.818181818181818,49,14.81,63.42,0.0,0.0,
U Bhatti (CAN),2006-2008,3,17,9.588235294117647,22,13.58,79.90,0.0,0.0,
CC Lewis (ENG),1990-1993,4,21,7.571428571428571,33,10.60,85.02,0.0,0.0,
RN Lewis (WI),1997-1999,3,12,13.083333333333334,49,17.44,64.87,0.0,0.0,
CMW Read (ENG),2000-2003,4,12,12.833333333333334,30,22.00,64.43,0.0,0.0,
Sarfraz Ahmed (PAK),2008-2012,5,11,13.818181818181818,46,21.71,68.46,0.0,0.0,
SA Thomson (NZ),1990-1994,5,11,13.636363636363637,68,15.00,64.37,0.0,0.09090909090909091,
R Clarke (ENG),2003-2006,4,13,11.076923076923077,39,11.07,62.06,0.0,0.0,
CR Woakes (ENG),2011-2013,3,10,14.1,36,23.50,73.43,0.0,0.0,
RP Snell (SA),1991-1993,3,12,11.083333333333334,51,16.62,91.09,0.0,0.08333333333333333,
HA Varaiya (KENYA),2006-2009,4,20,6.5,34,13.00,47.44,0.0,0.0,
UDU Chandana (SL),1994-1997,4,11,9.0,26,9.90,44.59,0.0,0.0,
DG Cork (ENG),1992-1996,5,12,7.666666666666667,21,8.36,56.09,0.0,0.0,
RT Lyons (SCOT),2006-2009,4,10,8.6,28,28.66,61.42,0.0,0.0,
SI Mahmood (ENG),2004-2006,3,11,7.545454545454546,22,9.22,86.45,0.0,0.0,
JN Gillespie (AUS),1996-1999,4,11,7.363636363636363,26,10.12,69.82,0.0,0.0,
Shoaib Akhtar (PAK),1998-2000,3,19,4.2631578947368425,36,20.25,50.00,0.0,0.0,
GB Brent (ZIM),1998-2000,3,14,5.0,24,8.75,51.47,0.0,0.0,
RD King (WI),1998-2000,3,22,2.8181818181818183,12,6.88,32.12,0.0,0.0,
SO Ngoche (KENYA),2010-2013,4,10,5.9,28,7.37,52.21,0.0,0.0,
SC Ganguly (INDIA),1996-1998,3,65,38.46153846153846,124,40.98,69.48,0.06153846153846154,0.24615384615384617,
Mohammad Yousuf (PAK),1998-2000,3,63,32.23809523809524,104,37.61,70.22,0.047619047619047616,0.2222222222222222,
R Dravid (INDIA),1996-1999,4,59,31.050847457627118,123,33.92,65.07,0.03389830508474576,0.2033898305084746,
NJ Astle (NZ),1995-1997,3,46,31.73913043478261,120,32.44,71.81,0.08695652173913043,0.17391304347826086,
KP Pietersen (ENG/ICC),2004-2006,3,27,46.96296296296296,116,60.38,97.16,0.1111111111111111,0.3333333333333333,
DA Warner (AUS),2009-2012,4,34,30.88235294117647,163,30.88,81.83,0.058823529411764705,0.14705882352941177,
D Mongia (INDIA),2001-2003,3,41,24.365853658536587,159,27.75,73.13,0.024390243902439025,0.07317073170731707,
MG Bevan (AUS),1994-1996,3,28,33.785714285714285,78,67.57,76.16,0.0,0.17857142857142858,
TLW Cooper (NL),2010-2012,3,19,48.21052631578947,101,53.88,71.00,0.05263157894736842,0.42105263157894735,
AP Gurusinha (SL),1990-1992,3,33,27.060606060606062,88,27.06,63.55,0.0,0.15151515151515152,
CL Hooper (WI),1990-1992,3,41,19.682926829268293,77,23.73,68.97,0.0,0.07317073170731707,
Aamer Sohail (PAK),1990-1992,3,20,32.8,114,32.80,62.00,0.05,0.2,
HK Badani (INDIA),2000-2002,3,27,24.25925925925926,100,31.19,72.53,0.037037037037037035,0.1111111111111111,
SL Campbell (WI),1994-1996,3,26,23.46153846153846,86,23.46,53.64,0.0,0.07692307692307693,
MA Atherton (ENG),1990-1994,5,15,38.53333333333333,86,44.46,55.10,0.0,0.3333333333333333,
RS Mahanama (SL),1990-1992,3,22,24.5,80,28.36,57.15,0.0,0.22727272727272727,
CM Spearman (NZ),1995-1998,4,31,17.129032258064516,78,17.12,77.97,0.0,0.06451612903225806,
Wasim Akram (PAK),1990-1992,3,32,15.0,86,19.20,99.58,0.0,0.03125,
GS Blewett (AUS),1995-1997,3,23,19.956521739130434,57,22.95,65.29,0.0,0.08695652173913043,
Rashid Latif (PAK),1992-1994,3,36,11.194444444444445,39,15.50,69.00,0.0,0.0,
ES Szwarczynski (NL),2006-2008,3,13,30.307692307692307,56,32.83,69.61,0.0,0.3076923076923077,
RM Haq (SCOT),2006-2008,3,18,21.0,71,21.00,68.10,0.0,0.16666666666666666,
DS Smith (WI),2004-2007,4,14,25.571428571428573,61,29.83,65.80,0.0,0.07142857142857142,
GP Thorpe (ENG),1993-1995,3,13,27.153846153846153,89,27.15,63.71,0.0,0.15384615384615385,
DJG Sammy (WI),2007-2009,3,22,15.954545454545455,51,20.64,87.31,0.0,0.045454545454545456,
SD Outerbridge (BMUDA),2006-2009,4,23,14.608695652173912,56,14.60,54.90,0.0,0.043478260869565216,
F Mutizwa (ZIM),2009-2011,3,12,27.333333333333332,79,32.80,86.08,0.0,0.25,
NN Odhiambo (KENYA),2006-2009,4,28,11.285714285714286,66,14.36,76.88,0.0,0.03571428571428571,
DM Benkenstein (SA),1998-2000,3,18,16.444444444444443,69,19.73,65.63,0.0,0.05555555555555555,
DLS van Bunge (NL),2006-2008,3,15,19.666666666666668,52,21.07,63.44,0.0,0.06666666666666667,
S Lee (AUS),1995-1999,5,21,13.714285714285714,47,16.94,82.75,0.0,0.0,
ID Blackwell (ENG),2002-2004,3,17,16.58823529411765,82,17.62,94.31,0.0,0.058823529411764705,
J Mubarak (SL),2003-2006,4,15,18.8,61,18.80,61.03,0.0,0.13333333333333333,
BJ Patel (KENYA),2001-2003,3,16,17.375,44,18.53,53.66,0.0,0.0,
R Ashwin (INDIA),2010-2012,3,22,12.0,38,18.85,86.55,0.0,0.0,
SB Styris (NZ),1999-2001,3,20,13.1,48,14.55,90.97,0.0,0.0,
Jahurul Islam (BDESH),2010-2012,3,11,22.181818181818183,53,24.40,69.31,0.0,0.09090909090909091,
RP Arnold (SL),1997-1999,3,11,22.0,61,26.88,62.37,0.0,0.09090909090909091,
B Lee (AUS),2000-2002,3,21,11.142857142857142,51,16.71,84.17,0.0,0.047619047619047616,
SK Warne (AUS),1993-1995,3,23,10.173913043478262,55,14.62,79.59,0.0,0.043478260869565216,
PA Strang (ZIM),1994-1996,3,15,14.733333333333333,28,27.62,64.05,0.0,0.0,
Mudassar Bukhari (NL),2007-2009,3,11,18.818181818181817,71,20.70,66.34,0.0,0.18181818181818182,
IR Bishop (WI),1990-1993,4,16,10.875,23,17.40,54.71,0.0,0.0,
D Gough (ENG),1994-1996,3,18,9.11111111111111,45,12.61,77.72,0.0,0.0,
J Botha (Afr/SA),2005-2008,4,14,11.571428571428571,46,18.00,86.63,0.0,0.0,
PAJ DeFreitas (ENG),1990-1992,3,13,11.153846153846153,49,18.12,75.12,0.0,0.0,
KMDN Kulasekara (SL),2004-2008,5,19,7.368421052631579,37,17.50,62.78,0.0,0.0,
AR Whittall (ZIM),1996-1999,4,24,5.833333333333333,29,10.76,61.40,0.0,0.0,
R Rampaul (WI),2007-2010,4,15,8.666666666666666,26,9.28,82.80,0.0,0.0,
M Dillon (WI),1997-2000,4,21,5.380952380952381,21,8.07,52.31,0.0,0.0,
M Morkel (Afr/SA),2007-2010,4,10,10.2,25,14.57,94.44,0.0,0.0,
BAW Mendis (SL),2008-2011,4,22,4.5,15,7.61,68.75,0.0,0.0,
VVS Laxman (INDIA),1998-2000,3,12,7.166666666666667,23,7.81,33.20,0.0,0.0,
SG Peall (ZIM),1992-1995,4,12,6.833333333333333,21,7.45,62.59,0.0,0.0,
Wahab Riaz (PAK),2008-2011,4,15,5.333333333333333,21,7.27,86.02,0.0,0.0,
Iftikhar Anjum (PAK),2004-2006,3,12,6.25,19,75.00,58.13,0.0,0.0,
ME Trescothick (ENG),2000-2002,3,50,36.66,137,37.40,89.02,0.08,0.18,
Yasir Hameed (PAK),2003-2005,3,46,37.108695652173914,127,37.93,68.47,0.06521739130434782,0.1956521739130435,
HJH Marshall (NZ),2003-2006,4,47,26.361702127659573,101,30.97,72.71,0.02127659574468085,0.23404255319148937,
ND McKenzie (SA),2000-2002,3,40,30.7,131,36.11,68.48,0.05,0.125,
SV Manjrekar (INDIA),1990-1992,3,36,32.25,105,35.18,64.03,0.027777777777777776,0.25,
AC Gilchrist (AUS),1996-1998,3,37,30.675675675675677,118,34.39,85.66,0.08108108108108109,0.10810810810810811,
JD Ryder (NZ),2008-2011,4,30,34.7,107,35.89,90.99,0.06666666666666667,0.16666666666666666,
GA Hick (ENG),1991-1993,3,30,34.36666666666667,105,41.24,81.69,0.03333333333333333,0.3,
A Flower (ZIM),1992-1995,4,33,31.151515151515152,115,33.16,67.67,0.030303030303030304,0.21212121212121213,
SE Marsh (AUS),2008-2010,3,27,37.333333333333336,112,38.76,76.53,0.037037037037037035,0.25925925925925924,
PA de Silva (SL),1990-1992,3,34,28.970588235294116,105,29.84,86.55,0.058823529411764705,0.11764705882352941,
KR Rutherford (NZ),1990-1992,3,35,27.857142857142858,78,33.62,70.80,0.0,0.22857142857142856,
HM Amla (SA),2008-2010,3,23,42.130434782608695,140,48.45,84.18,0.043478260869565216,0.30434782608695654,
Asad Shafiq (PAK),2010-2012,3,34,27.352941176470587,78,30.00,69.81,0.0,0.20588235294117646,
Asif Mujtaba (PAK),1992-1994,3,42,22.071428571428573,113,31.96,65.14,0.023809523809523808,0.11904761904761904,
PD Collingwood (ENG),2001-2003,3,37,23.62162162162162,100,32.37,77.00,0.02702702702702703,0.13513513513513514,
L Klusener (SA),1996-1998,3,32,27.0,99,30.85,86.14,0.0,0.1875,
SR Waugh (AUS),1990-1992,3,41,18.121951219512194,65,24.76,66.45,0.0,0.07317073170731707,
TD Paine (AUS),2009-2011,3,26,28.346153846153847,111,29.48,68.87,0.038461538461538464,0.19230769230769232,
JM How (NZ),2005-2008,4,18,39.888888888888886,139,42.23,72.96,0.05555555555555555,0.3333333333333333,
NJ O'Brien (IRE),2006-2008,3,29,24.413793103448278,72,25.28,64.89,0.0,0.2413793103448276,
TM Moody (AUS),1990-1992,3,25,27.56,89,28.70,65.68,0.0,0.28,
CJ Ferguson (AUS),2009-2011,3,25,26.52,71,41.43,85.32,0.0,0.2,
MS Sinclair (NZ),2000-2002,3,25,26.4,118,27.50,60.82,0.08,0.12,
CJ Nevin (NZ),2000-2002,3,26,23.346153846153847,74,23.34,79.45,0.0,0.15384615384615385,
PA Patel (INDIA),2010-2012,3,24,25.166666666666668,95,27.45,82.06,0.0,0.16666666666666666,
KO Otieno (KENYA),1996-1998,3,19,31.157894736842106,144,32.88,63.45,0.05263157894736842,0.10526315789473684,
NR Mongia (INDIA),1994-1996,3,43,13.418604651162791,69,19.89,70.97,0.0,0.023255813953488372,
ME Waugh (AUS),1990-1992,3,24,21.291666666666668,67,24.33,87.80,0.0,0.125,
SO Tikolo (KENYA),1996-1998,3,19,26.36842105263158,96,26.36,73.78,0.0,0.21052631578947367,
JC Adams (WI),1992-1994,3,25,19.56,81,32.60,67.26,0.0,0.16,
HS Modi (KENYA),1996-1998,3,17,26.529411764705884,78,28.18,64.70,0.0,0.23529411764705882,
Mohammad Nabi (AFG),2009-2011,3,16,26.8125,62,35.75,97.50,0.0,0.25,
N Deonarine (WI),2007-2010,4,15,27.933333333333334,65,34.91,76.04,0.0,0.26666666666666666,
AJ Hall (SA),1999-2002,4,19,21.68421052631579,81,24.23,71.52,0.0,0.05263157894736842,
CA Ingram (SA),2010-2012,3,13,29.846153846153847,124,35.27,90.02,0.15384615384615385,0.0,
AJ Hollioake (ENG),1996-1998,3,18,20.72222222222222,66,26.64,74.00,0.0,0.1111111111111111,
N Chopra (INDIA),1998-2000,3,26,11.923076923076923,61,15.50,62.24,0.0,0.038461538461538464,
SR Patel (ENG),2008-2011,4,13,23.53846153846154,70,27.81,91.89,0.0,0.07692307692307693,
MN Waller (ZIM),2009-2011,3,18,16.27777777777778,63,17.23,76.10,0.0,0.1111111111111111,
S Ranatunga (SL),1994-1996,3,11,23.0,70,23.00,48.09,0.0,0.18181818181818182,
S Randiv (SL),2009-2011,3,15,15.933333333333334,56,17.07,71.55,0.0,0.06666666666666667,
BJ Watling (NZ),2010-2012,3,10,23.5,72,26.11,71.21,0.0,0.3,
NAM McLean (WI),1996-2000,5,22,9.409090909090908,50,12.17,88.84,0.0,0.045454545454545456,
JA Morkel (Afr/SA),2005-2008,4,11,17.818181818181817,97,17.81,89.90,0.0,0.09090909090909091,
KLT Arthurton (WI),1990-1992,3,12,15.166666666666666,59,22.75,64.76,0.0,0.08333333333333333,
Mushfiqur Rahman (BDESH),2000-2003,4,12,15.166666666666666,36,18.20,51.26,0.0,0.0,
CO Browne (WI),1995-1997,3,18,9.555555555555555,26,12.28,57.52,0.0,0.0,
MV Nagamootoo (WI),2000-2002,3,15,9.733333333333333,33,12.16,55.72,0.0,0.0,
PJ Ongondo (KENYA),2001-2003,3,17,8.294117647058824,36,10.84,77.90,0.0,0.0,
Naved-ul-Hasan (PAK),2003-2005,3,14,10.0,29,17.50,73.68,0.0,0.0,
N Boje (SA),1996-2000,5,11,11.363636363636363,28,13.88,77.63,0.0,0.0,
M Ntini (SA),2000-2004,5,19,6.2631578947368425,42,11.90,69.59,0.0,0.0,
JR Murray (WI),1992-1994,3,13,7.615384615384615,30,11.00,51.03,0.0,0.0,
RJ Peterson (SA),2002-2006,5,10,9.8,36,10.88,66.21,0.0,0.0,
